pdbid,pose,rmsd,head
3kgp,3kgp_475,3.090,0.3610
3kgp,3kgp_477,2.240,-3.4260
3kgp,3kgp_483,5.150,-6.3000
3kgp,3kgp_491,5.070,-6.1840
3kgp,3kgp_763,4.670,1.0140
3kgp,3kgp_768,4.320,1.6680
3kgp,3kgp_771,7.200,-0.9610
3kgp,3kgp_776,6.170,3.0340
3kgp,3kgp_777,2.210,-1.4260
3kgp,3kgp_778,6.220,3.0880
3kgp,3kgp_780,2.490,3.0210
3kgp,3kgp_782,6.870,1.5300
3kgp,3kgp_492,1.010,0.6790
3kgp,3kgp_493,1.760,-3.8720
3kgp,3kgp_496,1.930,2.0180
3kgp,3kgp_5,1.000,4.7850
3kgp,3kgp_504,4.020,3.3490
3kgp,3kgp_507,3.970,3.1040
3kgp,3kgp_511,3.580,3.3980
3kgp,3kgp_523,4.360,3.2530
3kgp,3kgp_687,4.430,1.5390
3kgp,3kgp_693,5.400,1.2460
3kgp,3kgp_696,2.030,-1.8250
3kgp,3kgp_700,2.620,-0.3140
3kgp,3kgp_715,1.600,3.6730
3kgp,3kgp_745,1.370,2.5780
3kgp,3kgp_750,1.760,2.9230
3kgp,3kgp_757,1.030,2.9330
3jya,3jya_772,8.160,2.2860
3jya,3jya_774,8.710,2.8010
3jya,3jya_775,9.660,1.0860
3jya,3jya_776,5.130,-0.8410
3jya,3jya_780,7.880,-4.1620
3jya,3jya_782,7.110,-22.2040
3jya,3jya_783,6.460,-12.9180
3jya,3jya_786,5.160,-43.8270
3jya,3jya_787,3.810,-23.9870
3jya,3jya_788,4.970,-36.4230
3jya,3jya_791,7.510,-60.5680
3jya,3jya_793,6.330,-73.9520
3jya,3jya_795,2.970,-41.9590
3jya,3jya_796,6.410,-34.3720
3jya,3jya_797,7.230,-48.9040
3jya,3jya_798,5.330,-81.8100
3gnw,3gnw_580,6.280,-12.5680
3gnw,3gnw_581,9.790,2.3420
3gnw,3gnw_586,8.260,-5.6560
3gnw,3gnw_587,3.680,-6.8970
3gnw,3gnw_597,8.430,6.0900
3gnw,3gnw_634,3.510,-3.7370
3gnw,3gnw_636,7.320,-0.3930
3gnw,3gnw_639,8.530,0.3190
3kgp,3kgp_791,6.080,1.4900
3kgp,3kgp_792,6.070,1.5990
3kgp,3kgp_796,5.360,1.1750
3kgp,3kgp_798,5.890,1.2760
3kgp,3kgp_799,2.570,-2.2750
3kr8,3kr8_419,1.030,4.5630
3kr8,3kr8_422,0.920,6.6030
3kr8,3kr8_428,0.900,6.2640
3kwa,3kwa_499,1.790,1.0010
3kwa,3kwa_525,5.630,-2.9690
3kwa,3kwa_541,1.910,2.4880
3kwa,3kwa_570,5.480,0.2730
3kwa,3kwa_573,5.990,-2.9630
3kwa,3kwa_576,3.640,-3.4020
3kwa,3kwa_600,5.170,-0.4280
3kwa,3kwa_620,5.880,-1.8090
3gnw,3gnw_649,5.700,-3.8130
3gnw,3gnw_659,9.970,-3.5430
3gnw,3gnw_662,5.690,-0.7530
3gnw,3gnw_667,7.240,-2.5640
3gnw,3gnw_668,6.040,-14.7580
3gnw,3gnw_694,7.650,-3.6880
3gnw,3gnw_700,7.800,-11.3730
3gnw,3gnw_708,0.710,11.3500
3gnw,3gnw_712,0.630,12.0420
3gnw,3gnw_714,0.910,9.9550
3gnw,3gnw_718,0.960,10.0150
3gnw,3gnw_722,1.530,8.3090
3gnw,3gnw_729,2.210,6.7730
3gnw,3gnw_745,2.750,8.7660
3gnw,3gnw_779,2.450,2.0380
3gnw,3gnw_802,0.700,11.4870
3jya,3jya_799,6.960,-56.8500
3jya,3jya_865,1.950,7.1500
3jya,3jya_890,6.130,1.0840
3jya,3jya_898,6.280,3.3320
3k5v,3k5v_101,5.220,6.0680
3k5v,3k5v_117,2.650,7.1850
3k5v,3k5v_123,1.640,7.4410
3k5v,3k5v_152,8.280,5.4970
3k5v,3k5v_928,4.120,6.4230
3k5v,3k5v_953,0.990,7.4750
3k5v,3k5v_960,5.300,4.9370
3k5v,3k5v_981,0.930,7.5070
3kgp,3kgp_20,0.990,4.7950
3kgp,3kgp_31,1.000,5.0900
3kgp,3kgp_408,4.440,3.2740
3kgp,3kgp_420,4.700,1.0100
3kr8,3kr8_765,9.020,4.6770
3kr8,3kr8_767,6.170,5.2770
3kr8,3kr8_768,9.620,2.9450
3kr8,3kr8_771,7.820,-3.1640
3kr8,3kr8_772,9.200,3.2970
3kr8,3kr8_776,6.200,-2.1070
3kr8,3kr8_779,9.440,1.7820
3kr8,3kr8_780,8.460,-5.3480
3kr8,3kr8_731,7.790,6.5120
3kr8,3kr8_745,7.090,1.8720
3kr8,3kr8_747,9.380,3.5070
3kr8,3kr8_756,8.710,3.8430
3kr8,3kr8_757,9.990,3.8880
3kr8,3kr8_759,9.830,2.6130
3kr8,3kr8_761,3.690,1.8530
3kr8,3kr8_763,3.880,1.6080
3gnw,3gnw_842,1.280,9.9440
3gnw,3gnw_847,1.840,8.3510
3gnw,3gnw_848,1.260,8.4740
3gnw,3gnw_857,1.380,9.8770
3gnw,3gnw_867,1.190,8.0310
3gnw,3gnw_868,3.520,6.1110
3gnw,3gnw_87,1.440,8.8290
3gnw,3gnw_873,3.170,4.4690
3kr8,3kr8_441,0.950,0.6870
3kr8,3kr8_442,2.000,1.1830
3kr8,3kr8_453,1.000,0.5760
3kr8,3kr8_459,1.740,3.5740
3kr8,3kr8_460,2.480,-1.9140
3kr8,3kr8_470,2.340,1.8480
3kr8,3kr8_475,2.550,-9.3220
3kr8,3kr8_479,6.760,-3.4360
3kr8,3kr8_856,8.580,4.2030
3kr8,3kr8_870,8.060,6.1430
3kr8,3kr8_876,8.040,5.7610
3kr8,3kr8_882,9.150,3.8090
3kr8,3kr8_884,0.560,7.2180
3kr8,3kr8_894,0.620,8.3150
3kr8,3kr8_896,0.930,9.2800
3kr8,3kr8_910,6.980,3.9600
3kr8,3kr8_582,3.420,1.4270
3kr8,3kr8_584,4.030,-5.6250
3kr8,3kr8_585,2.110,1.6580
3kr8,3kr8_595,8.060,5.9390
3kr8,3kr8_598,8.880,5.0890
3kr8,3kr8_609,2.140,6.8210
3kr8,3kr8_617,2.240,2.1060
3kr8,3kr8_619,6.850,2.7390
3kr8,3kr8_781,7.120,-1.1830
3kr8,3kr8_783,4.280,-0.4640
3kr8,3kr8_785,0.680,7.6770
3kr8,3kr8_787,1.170,7.7080
3kr8,3kr8_807,7.870,0.2910
3kr8,3kr8_819,8.540,3.6870
3kr8,3kr8_826,7.350,2.3770
3kr8,3kr8_852,7.990,5.6220
3gnw,3gnw_876,2.860,4.4670
3gnw,3gnw_877,1.720,7.6570
3gnw,3gnw_939,1.430,9.9820
3gnw,3gnw_94,3.960,7.6380
3gnw,3gnw_95,4.310,7.9640
3gnw,3gnw_950,0.790,10.2870
3gnw,3gnw_959,2.540,9.0630
3gnw,3gnw_961,0.810,10.3660
3kr8,3kr8_489,2.070,-5.1950
3kr8,3kr8_492,1.080,-6.8060
3kr8,3kr8_498,1.420,2.5760
3kr8,3kr8_499,0.950,1.2490
3kr8,3kr8_505,0.930,7.6840
3kr8,3kr8_558,1.410,-7.3610
3kr8,3kr8_568,2.080,-0.5710
3kr8,3kr8_579,8.200,5.4110
3kr8,3kr8_674,4.020,1.4890
3kr8,3kr8_683,6.780,2.3030
3kr8,3kr8_690,4.040,-0.3210
3kr8,3kr8_695,4.280,-4.1400
3kr8,3kr8_696,3.580,-0.8550
3kr8,3kr8_699,6.680,-11.1600
3kr8,3kr8_702,2.030,4.9340
3kr8,3kr8_728,9.270,3.4130
3kr8,3kr8_922,9.520,4.4360
3kr8,3kr8_958,6.610,7.6690
3kr8,3kr8_965,7.480,3.7970
3kr8,3kr8_969,7.020,1.0890
3kr8,3kr8_971,6.800,5.9800
3kr8,3kr8_980,6.590,8.4200
3kwa,3kwa_128,1.970,1.7030
3kwa,3kwa_130,1.760,2.9850
3kwa,3kwa_160,1.910,1.9490
3kwa,3kwa_185,1.710,3.0400
3kwa,3kwa_296,4.280,2.2830
3kwa,3kwa_328,1.920,3.7960
3kwa,3kwa_413,2.710,-5.5120
3kwa,3kwa_449,2.530,0.2890
3kwa,3kwa_469,4.060,-0.1210
3kwa,3kwa_49,3.760,2.7430
3kr8,3kr8_640,1.630,-0.8470
3kr8,3kr8_646,2.690,-1.9800
3kr8,3kr8_650,8.020,2.3330
3kr8,3kr8_653,1.430,5.7820
3kr8,3kr8_656,7.010,-0.3670
3kr8,3kr8_658,4.090,-0.3630
3kr8,3kr8_661,3.500,2.3580
3kr8,3kr8_664,1.410,-1.9990
3k5v,3k5v_333,2.610,8.8510
3k5v,3k5v_334,8.800,6.8910
3k5v,3k5v_335,2.700,7.0360
3k5v,3k5v_337,0.980,7.1440
3k5v,3k5v_367,0.820,7.6470
3k5v,3k5v_382,8.690,6.0200
3k5v,3k5v_383,1.910,8.3160
3k5v,3k5v_385,0.630,8.8280
3k5v,3k5v_153,3.090,6.9190
3k5v,3k5v_171,2.720,6.6210
3k5v,3k5v_174,2.550,5.8150
3k5v,3k5v_189,0.920,8.0200
3k5v,3k5v_199,3.400,7.3370
3k5v,3k5v_206,8.420,4.4860
3k5v,3k5v_211,3.410,7.0930
3k5v,3k5v_218,1.170,6.7970
3kwa,3kwa_624,4.110,1.5210
3kwa,3kwa_635,6.180,0.3560
3kwa,3kwa_661,5.530,0.8290
3kwa,3kwa_686,5.290,-0.5590
3kwa,3kwa_694,3.520,-1.4360
3kwa,3kwa_713,3.770,2.4510
3kwa,3kwa_725,2.950,2.8070
3kwa,3kwa_727,5.110,1.9510
3k5v,3k5v_236,1.570,7.5460
3k5v,3k5v_274,2.880,5.3970
3k5v,3k5v_275,4.820,3.9190
3k5v,3k5v_296,3.220,6.0660
3k5v,3k5v_301,2.600,9.1230
3k5v,3k5v_321,0.910,7.2880
3k5v,3k5v_324,1.060,8.2470
3k5v,3k5v_330,1.910,8.6070
3k5v,3k5v_757,9.450,3.3210
3k5v,3k5v_759,5.040,4.3210
3k5v,3k5v_762,8.480,1.2880
3k5v,3k5v_769,6.310,4.0540
3k5v,3k5v_772,8.700,0.8210
3k5v,3k5v_774,7.950,3.0460
3k5v,3k5v_775,8.440,2.3550
3k5v,3k5v_776,9.100,2.0690
3k5v,3k5v_386,0.640,8.5530
3k5v,3k5v_391,7.060,6.9060
3k5v,3k5v_393,0.650,8.6130
3k5v,3k5v_400,0.930,8.1860
3k5v,3k5v_429,8.420,-8.4170
3k5v,3k5v_431,7.930,-9.1550
3k5v,3k5v_433,8.090,-6.0310
3k5v,3k5v_442,3.450,4.5940
3k5v,3k5v_543,4.700,3.5630
3k5v,3k5v_548,3.750,-4.3790
3k5v,3k5v_558,1.610,2.0560
3k5v,3k5v_561,5.100,0.1830
3k5v,3k5v_563,7.560,1.8670
3k5v,3k5v_588,5.080,0.8930
3k5v,3k5v_592,5.130,0.2290
3k5v,3k5v_593,2.560,-2.6690
3k5v,3k5v_810,3.090,4.5720
3k5v,3k5v_842,2.290,5.5600
3k5v,3k5v_843,3.780,5.4110
3k5v,3k5v_851,7.530,5.1220
3k5v,3k5v_852,5.300,5.7720
3k5v,3k5v_866,4.110,4.0880
3k5v,3k5v_886,4.060,4.5560
3k5v,3k5v_891,5.400,5.9830
3k5v,3k5v_456,2.560,-1.6270
3k5v,3k5v_468,4.070,0.1100
3k5v,3k5v_484,4.010,-2.6560
3k5v,3k5v_490,7.540,-6.3770
3k5v,3k5v_493,2.000,0.1560
3k5v,3k5v_498,7.930,-2.3170
3k5v,3k5v_499,3.060,0.3460
3k5v,3k5v_541,6.870,-1.7140
3k5v,3k5v_710,1.540,7.1300
3k5v,3k5v_713,4.430,3.2680
3k5v,3k5v_727,8.730,5.0120
3k5v,3k5v_729,7.410,4.3740
3k5v,3k5v_732,5.990,3.9760
3k5v,3k5v_738,9.990,3.4870
3k5v,3k5v_740,7.690,4.3420
3k5v,3k5v_742,9.670,4.0770
3k5v,3k5v_601,5.240,1.9840
3k5v,3k5v_626,6.680,-0.2490
3k5v,3k5v_630,4.310,5.2140
3k5v,3k5v_640,7.730,-0.1390
3k5v,3k5v_658,4.660,0.5130
3k5v,3k5v_664,1.010,7.0280
3k5v,3k5v_666,3.580,1.2800
3k5v,3k5v_686,6.720,-3.4770
3kwa,3kwa_748,4.220,2.2740
3kwa,3kwa_749,4.150,2.5170
3kwa,3kwa_750,2.650,2.1680
3kwa,3kwa_758,2.380,1.6870
3kwa,3kwa_766,6.090,1.6090
3kwa,3kwa_773,1.940,1.5690
3kwa,3kwa_775,3.670,2.5530
3kwa,3kwa_780,4.380,1.9020
3lka,3lka_258,2.320,-2.3200
3lka,3lka_319,4.870,6.4650
3lka,3lka_373,1.670,5.2990
3lka,3lka_404,1.320,3.7390
3lka,3lka_431,0.940,3.5110
3lka,3lka_435,6.100,3.4300
3lka,3lka_438,2.090,0.2460
3lka,3lka_439,6.850,4.6780
3lka,3lka_443,2.050,1.6800
3lka,3lka_444,2.900,0.0340
3lka,3lka_456,2.000,-3.2090
3lka,3lka_457,0.910,3.3330
3lka,3lka_459,2.280,-1.9740
3lka,3lka_468,2.580,0.8910
3lka,3lka_472,3.850,4.4800
3lka,3lka_477,3.440,4.0880
3kwa,3kwa_782,4.920,2.6380
3kwa,3kwa_792,4.530,2.2410
3kwa,3kwa_794,5.040,1.9720
3kwa,3kwa_799,3.460,2.4710
3kwa,3kwa_801,2.380,2.4080
3kwa,3kwa_804,3.090,2.9250
3kwa,3kwa_810,3.440,2.2890
3kwa,3kwa_817,2.820,2.3670
3lka,3lka_556,0.940,3.5110
3lka,3lka_558,4.800,0.4760
3lka,3lka_559,6.100,0.8700
3lka,3lka_562,0.730,4.4230
3lka,3lka_565,5.730,-4.6090
3lka,3lka_568,4.270,-1.1130
3lka,3lka_582,4.490,-8.6610
3lka,3lka_588,1.330,4.2390
3lka,3lka_485,2.200,1.0780
3lka,3lka_486,0.870,4.2660
3lka,3lka_490,3.120,0.2260
3lka,3lka_491,3.740,4.6530
3lka,3lka_495,1.550,2.4520
3lka,3lka_498,4.670,-2.7290
3lka,3lka_501,5.120,-0.5510
3lka,3lka_505,6.050,0.8500
3lka,3lka_510,1.660,-1.5680
3lka,3lka_515,4.680,-1.5700
3lka,3lka_518,5.090,2.1760
3lka,3lka_521,6.020,1.9110
3lka,3lka_536,3.990,-9.0040
3lka,3lka_541,0.910,3.3330
3lka,3lka_544,1.800,0.6370
3lka,3lka_554,5.680,-1.5380
3kwa,3kwa_823,4.350,1.9450
3kwa,3kwa_833,2.710,2.8470
3kwa,3kwa_852,2.920,3.2590
3kwa,3kwa_872,1.960,1.5670
3kwa,3kwa_876,3.500,3.5720
3kwa,3kwa_883,5.570,1.6590
3kwa,3kwa_936,2.790,2.2340
3kwa,3kwa_942,4.620,2.8320
3lka,3lka_668,0.910,3.3330
3lka,3lka_685,1.700,2.6420
3lka,3lka_735,7.290,1.7940
3lka,3lka_745,3.320,3.1900
3lka,3lka_749,7.370,0.8480
3lka,3lka_752,7.070,2.1360
3lka,3lka_756,7.570,0.6550
3lka,3lka_760,7.120,1.1400
3lka,3lka_764,2.800,-1.1560
3lka,3lka_771,4.980,2.5900
3lka,3lka_772,5.230,2.1290
3lka,3lka_774,3.710,3.6930
3lka,3lka_775,3.950,3.4140
3lka,3lka_777,6.110,3.3850
3lka,3lka_780,6.220,0.4690
3lka,3lka_787,6.540,3.7000
3lka,3lka_593,1.010,3.7070
3lka,3lka_613,4.310,-0.8610
3lka,3lka_627,5.630,-4.1010
3lka,3lka_644,5.020,-2.3550
3lka,3lka_652,2.820,1.7500
3lka,3lka_653,2.090,4.8430
3lka,3lka_660,4.510,0.0970
3lka,3lka_665,0.870,4.2660
3lka,3lka_791,5.630,2.0420
3lka,3lka_792,6.830,2.4260
3lka,3lka_794,6.950,0.6040
3lka,3lka_868,7.240,1.8110
3lka,3lka_870,7.290,1.7940
3lka,3lka_871,8.970,2.8690
3lka,3lka_882,3.380,2.2190
3lka,3lka_884,8.960,2.8900
3lka,3lka_888,7.280,1.6290
3lka,3lka_889,8.950,2.9190
3lka,3lka_893,7.240,2.9800
3lka,3lka_932,4.570,2.8540
3lka,3lka_94,5.440,6.2490
3mss,3mss_101,1.940,6.1140
3mss,3mss_141,2.120,5.7680
3mss,3mss_18,1.980,6.4290
3kwa,3kwa_960,3.920,2.0810
3l7b,3l7b_163,0.690,8.2140
3l7b,3l7b_203,6.070,2.9030
3l7b,3l7b_207,0.910,7.6180
3l7b,3l7b_217,6.050,1.6230
3l7b,3l7b_22,5.670,6.2840
3l7b,3l7b_256,1.310,6.9140
3l7b,3l7b_30,0.510,7.9690
3l7b,3l7b_72,0.890,6.8790
3l7b,3l7b_730,3.980,4.4160
3l7b,3l7b_750,4.230,-1.1530
3l7b,3l7b_844,0.750,6.5420
3l7b,3l7b_9,0.400,7.7080
3l7b,3l7b_93,0.900,8.0440
3lka,3lka_161,1.560,4.6680
3lka,3lka_24,5.360,6.2890
3l7b,3l7b_509,6.940,-5.1770
3l7b,3l7b_521,5.980,1.7030
3l7b,3l7b_523,2.740,4.3740
3l7b,3l7b_526,7.540,-3.5230
3l7b,3l7b_527,2.480,-5.5370
3l7b,3l7b_531,5.490,-2.5880
3l7b,3l7b_542,3.440,-9.3270
3l7b,3l7b_545,2.280,-2.9650
3mss,3mss_448,3.920,-2.4000
3mss,3mss_451,2.580,3.4220
3mss,3mss_458,3.020,-2.1970
3mss,3mss_459,2.870,-4.3180
3mss,3mss_465,3.730,-2.7900
3mss,3mss_466,2.520,-0.5790
3mss,3mss_467,6.570,-3.0100
3mss,3mss_475,3.210,-2.4180
3l7b,3l7b_38,0.420,6.8670
3l7b,3l7b_402,4.140,-0.7010
3l7b,3l7b_416,1.840,2.2940
3l7b,3l7b_426,1.980,5.6310
3l7b,3l7b_439,1.910,-1.0240
3l7b,3l7b_446,2.220,-1.6640
3l7b,3l7b_447,1.290,1.2120
3l7b,3l7b_450,3.970,-4.7360
3l7b,3l7b_550,5.150,-0.6370
3l7b,3l7b_554,6.850,-11.1410
3l7b,3l7b_557,7.970,-6.3930
3l7b,3l7b_560,5.430,-4.7890
3l7b,3l7b_561,1.870,-9.9470
3l7b,3l7b_566,3.100,2.0490
3l7b,3l7b_568,7.100,1.9850
3l7b,3l7b_576,1.770,3.3500
3mss,3mss_197,1.990,5.7700
3mss,3mss_214,9.780,0.8190
3mss,3mss_23,1.970,6.6140
3mss,3mss_239,9.150,3.3230
3mss,3mss_244,7.790,1.6070
3mss,3mss_264,8.810,4.8820
3mss,3mss_3,9.600,6.4890
3mss,3mss_311,2.710,6.5080
3mss,3mss_476,3.610,0.1070
3mss,3mss_487,5.080,-3.2620
3mss,3mss_499,7.500,-4.3890
3mss,3mss_507,6.800,1.8320
3mss,3mss_518,7.090,0.5880
3mss,3mss_522,7.720,-0.7500
3mss,3mss_534,5.170,-0.1750
3mss,3mss_546,2.570,2.7370
3l7b,3l7b_612,2.990,2.0170
3l7b,3l7b_616,4.980,-7.2850
3l7b,3l7b_621,6.140,-0.3570
3l7b,3l7b_627,4.300,-9.6710
3l7b,3l7b_628,3.840,-1.6540
3l7b,3l7b_631,3.600,-1.7440
3l7b,3l7b_633,7.850,5.5910
3l7b,3l7b_638,6.020,-0.0390
3l7b,3l7b_458,1.880,-1.6210
3l7b,3l7b_462,4.450,-5.1290
3l7b,3l7b_463,2.740,-1.2150
3l7b,3l7b_468,3.830,2.5500
3l7b,3l7b_47,0.770,8.3170
3l7b,3l7b_485,2.130,1.1670
3l7b,3l7b_491,1.570,-0.7350
3l7b,3l7b_500,3.030,-3.6500
3l7b,3l7b_578,5.500,-0.4470
3l7b,3l7b_579,6.990,-7.0210
3l7b,3l7b_582,2.430,1.9860
3l7b,3l7b_584,3.190,-12.3150
3l7b,3l7b_586,5.630,4.8500
3l7b,3l7b_588,6.120,-0.4000
3l7b,3l7b_592,4.980,-5.5490
3l7b,3l7b_604,4.890,-0.3880
3l7b,3l7b_643,4.670,-2.1870
3l7b,3l7b_656,4.980,-3.5540
3l7b,3l7b_657,5.300,-5.7790
3l7b,3l7b_658,6.040,-2.2160
3l7b,3l7b_659,3.150,-1.6540
3l7b,3l7b_66,0.820,7.5910
3l7b,3l7b_660,5.890,-2.5140
3l7b,3l7b_665,1.660,0.6360
3l7b,3l7b_683,7.680,-2.8200
3l7b,3l7b_685,9.140,-3.2410
3l7b,3l7b_686,6.160,-7.7240
3l7b,3l7b_687,2.600,-0.7620
3l7b,3l7b_690,2.900,-6.0790
3l7b,3l7b_694,5.150,-2.0520
3l7b,3l7b_696,7.100,1.9750
3l7b,3l7b_719,4.150,3.3320
3mss,3mss_386,9.790,6.5000
3mss,3mss_401,4.740,-5.0080
3mss,3mss_412,4.060,-5.2930
3mss,3mss_424,8.450,-2.9400
3mss,3mss_433,4.970,-9.2190
3mss,3mss_434,8.340,-9.3530
3mss,3mss_443,4.310,-7.1350
3mss,3mss_445,4.450,-7.1960
3mss,3mss_548,2.930,2.9570
3mss,3mss_555,6.640,1.6830
3mss,3mss_561,6.850,3.3690
3mss,3mss_568,7.380,-2.3850
3mss,3mss_571,3.060,0.1450
3mss,3mss_574,6.850,-3.9780
3mss,3mss_576,7.400,-5.2310
3mss,3mss_591,4.320,0.9860
3mss,3mss_621,8.140,1.5390
3mss,3mss_628,3.010,3.2590
3mss,3mss_64,1.800,6.5050
3mss,3mss_653,6.720,-6.1260
3mss,3mss_665,7.130,-5.1230
3mss,3mss_668,4.840,-5.6700
3mss,3mss_669,5.200,-3.4210
3mss,3mss_678,8.600,-8.2790
3mss,3mss_680,3.120,0.9140
3mss,3mss_681,4.060,-1.6960
3mss,3mss_682,3.560,-0.7690
3mss,3mss_684,6.730,-1.5640
3mss,3mss_689,4.280,0.8660
3mss,3mss_697,6.810,-4.2460
3mss,3mss_730,1.810,6.2830
3mss,3mss_737,8.710,2.7100
3mss,3mss_74,2.000,6.5200
3mss,3mss_747,9.340,3.5270
3mss,3mss_757,9.210,3.5230
3mss,3mss_758,7.440,3.8980
3mss,3mss_765,9.980,3.1890
3mss,3mss_79,1.990,6.7450
3mss,3mss_792,8.130,1.0200
3mss,3mss_800,7.960,4.7460
3mss,3mss_812,8.730,5.3190
3mss,3mss_82,9.520,5.8060
3mss,3mss_827,6.480,1.6460
3mss,3mss_836,3.050,5.4580
3mss,3mss_840,7.950,4.7020
3mss,3mss_856,1.970,5.9710
3mss,3mss_869,4.060,2.1540
3mss,3mss_873,2.890,3.4430
3mss,3mss_9,2.610,6.3140
3mss,3mss_94,9.210,5.3700
3mss,3mss_946,8.170,4.6280
3mss,3mss_948,2.580,5.5640
3mss,3mss_952,7.000,4.7920
3mss,3mss_96,2.000,6.4850
3mss,3mss_971,8.810,4.3630
3mss,3mss_974,9.290,4.5070
3n7a,3n7a_569,5.570,3.2940
3n7a,3n7a_574,2.960,-0.5490
3n7a,3n7a_579,4.320,0.2040
3n7a,3n7a_582,4.420,-2.4310
3n7a,3n7a_583,1.970,-0.7470
3n7a,3n7a_584,4.350,0.5330
3n7a,3n7a_637,2.080,-1.4470
3n7a,3n7a_638,3.430,-7.7860
3n7a,3n7a_446,3.430,-2.8340
3n7a,3n7a_459,1.740,1.0230
3n7a,3n7a_488,0.960,-0.1570
3n7a,3n7a_494,3.040,1.6820
3n7a,3n7a_495,1.110,1.2880
3n7a,3n7a_547,4.120,1.5730
3n7a,3n7a_548,3.310,-0.9660
3n7a,3n7a_552,1.060,0.0770
3n7a,3n7a_670,3.390,-1.5430
3n7a,3n7a_7,0.340,6.3600
3n7a,3n7a_734,3.140,3.8590
3n7a,3n7a_736,4.040,3.4840
3n7a,3n7a_738,4.060,3.5880
3n7a,3n7a_740,4.050,3.1040
3n7a,3n7a_745,2.010,4.7330
3n7a,3n7a_747,3.940,3.1570
3n7a,3n7a_752,4.210,2.8940
3n7a,3n7a_760,1.910,5.8680
3n7a,3n7a_767,1.710,2.7470
3n7a,3n7a_768,4.040,3.1300
3n7a,3n7a_771,1.860,4.2810
3n7a,3n7a_774,2.110,0.0520
3n7a,3n7a_775,2.140,3.3280
3n7a,3n7a_776,2.290,3.0410
3n76,3n76_885,0.860,8.3340
3n7a,3n7a_36,0.490,5.0010
3n7a,3n7a_402,0.970,2.5560
3n7a,3n7a_405,0.630,5.9520
3n7a,3n7a_418,2.680,-2.8060
3n7a,3n7a_423,1.290,-8.7550
3n7a,3n7a_428,0.710,3.3200
3n7a,3n7a_437,2.310,-3.4530
3nq9,3nq9_311,7.750,3.0630
3nq9,3nq9_330,7.790,3.3150
3nq9,3nq9_338,7.410,3.7070
3nq9,3nq9_35,1.540,3.4070
3nq9,3nq9_352,5.460,3.0910
3nq9,3nq9_358,6.070,3.2960
3nq9,3nq9_36,9.150,4.2540
3nq9,3nq9_382,5.980,3.0850
3nq9,3nq9_140,4.220,3.1650
3nq9,3nq9_148,7.230,3.7240
3nq9,3nq9_158,6.900,4.0360
3nq9,3nq9_176,5.520,4.0200
3nq9,3nq9_180,3.780,3.4090
3nq9,3nq9_221,6.100,4.0330
3nq9,3nq9_235,5.940,2.0400
3nq9,3nq9_236,8.540,2.7150
3n7a,3n7a_779,3.200,3.1830
3n7a,3n7a_781,1.820,2.0070
3n7a,3n7a_788,3.240,-5.4710
3n7a,3n7a_794,3.000,-1.3810
3n7a,3n7a_795,2.740,0.7850
3n7a,3n7a_797,4.210,-1.1400
3n7a,3n7a_798,3.310,-2.1310
3n7a,3n7a_831,0.470,6.8560
3nq9,3nq9_610,2.350,1.7990
3nq9,3nq9_620,2.160,2.6940
3nq9,3nq9_626,4.740,1.9330
3nq9,3nq9_639,3.020,2.3590
3nq9,3nq9_64,8.630,4.1590
3nq9,3nq9_651,5.320,1.2990
3nq9,3nq9_662,2.100,1.6740
3nq9,3nq9_664,5.630,1.7610
3nq9,3nq9_386,6.190,3.4760
3nq9,3nq9_389,6.020,3.2810
3nq9,3nq9_401,7.040,2.7000
3nq9,3nq9_410,5.750,2.2950
3nq9,3nq9_412,7.140,1.9860
3nq9,3nq9_413,6.850,2.2240
3nq9,3nq9_415,5.060,1.9280
3nq9,3nq9_420,6.490,2.5310
3nq9,3nq9_671,1.810,1.8130
3nq9,3nq9_685,1.560,1.4430
3nq9,3nq9_696,5.020,2.9980
3nq9,3nq9_700,2.590,1.8490
3nq9,3nq9_703,8.510,2.0870
3nq9,3nq9_706,7.190,1.4010
3nq9,3nq9_726,2.780,3.2400
3nq9,3nq9_770,3.980,0.7760
3nq9,3nq9_470,1.370,3.1770
3nq9,3nq9_472,2.600,1.1760
3nq9,3nq9_473,1.470,1.2220
3nq9,3nq9_474,2.210,3.1200
3nq9,3nq9_492,1.580,0.2440
3nq9,3nq9_507,1.490,3.1570
3nq9,3nq9_513,4.450,2.3370
3nq9,3nq9_526,1.530,2.6520
3nq9,3nq9_528,3.740,2.7320
3nq9,3nq9_550,4.620,3.0630
3nq9,3nq9_553,3.950,2.9470
3nq9,3nq9_556,3.730,2.6230
3nq9,3nq9_560,1.260,1.3530
3nq9,3nq9_568,4.610,1.4680
3nq9,3nq9_574,4.010,2.7640
3nq9,3nq9_605,1.350,1.3550
3nq9,3nq9_246,8.610,2.8950
3nq9,3nq9_25,7.660,3.9470
3nq9,3nq9_259,9.460,2.1030
3nq9,3nq9_270,9.410,2.9650
3nq9,3nq9_273,6.120,1.9440
3nq9,3nq9_282,9.430,2.9720
3nq9,3nq9_298,9.480,2.5550
3nq9,3nq9_310,7.630,3.5150
3nq9,3nq9_781,2.600,2.4220
3nq9,3nq9_784,2.330,1.9620
3nq9,3nq9_785,4.720,1.5580
3nq9,3nq9_801,8.550,2.6800
3nq9,3nq9_805,8.500,1.8310
3nq9,3nq9_83,4.610,3.4260
